sender,message
lilach, חחחחח למדת
lilach, כן לא רעה
lilach, בדרך מהבסיס לעבודה 😔
lilach, אני גמורה
lilach, חחחחח מה זה יבוגד עם מי הלכת
lilach, חחחחחח יופי רואה
lilach, העיקר נרגעת
lilach, בדרך לבסיס 😯
lilach, עובד??
lilach, לא יודעת איך אני עוד שורדת אני באמת גמורה
lilach, 2
lilach, חחחח טוב עכשיו אני מבינה שאתה לא מקשיב לי בכלל
lilach, כן 👊👊
lilach, בסדר ניצלת הפעם
lilach, איך אתה מעזזזזז
lilach, אתה לא מתבייש
lilach, אתה ישנת שנצ ואז הלכת לראות סרט
lilach, אני ישר אחרי הבסיס הלכתי לעבודה
lilach, נו בטוח ישנת
lilach, טוב מה אתה משווה סרט ללמלצר
lilach, חחחחחח אז אתה בכלל חצוף
lilach, עשית לעצמך יום כיף
lilach, ואתה מתלונן שאתה עייף
lilach, אחלה יופי
lilach, יואו איך בא לי על האש
lilach, לא אתמול
lilach, עכשיו בא לי
lilach, איפה אני ואיפה הבית
lilach, לא יודעת נראה
lilach, חחחחחח ראיתי ראיתי
lilach, לא שוברת את הסטיגמה
lilach, לא
lilach, הלכנו לאכול
lilach, תודה רבה
lilach, חזרת?
lilach, חחחחחח די תתבייש לעצמך באמת
lilach, חחחחחח כן מה זה קשה
lilach, חחחח וואי ממש לא
lilach, היום היה מלא דברים
lilach, מחר המדאגיות הבאות מקבלות שיבוצים שאנחנו קבענו
lilach, לחחחחח לא זה כדי שתראה שאני עושה משהו
lilach, לא מהשתחצנות
lilach, חחחחח די באמת שאין לך גבולות
lilach, אני כבר בבסיס
lilach, <‎image omitted>
lilach, חחחחח ממש חלום
lilach, חחחחח בסדר אבל תראה איזה מוקדם אני באה בגלל זה
lilach, <‎image omitted>
lilach, יואו מסכנות מרחמת עליהן
lilach, ממש זין
lilach, לא כי חלק הולכות עכשיו לגדודים
lilach, ממש כואב לי עליהן
lilach, באח זה כיף
lilach, לא גדוד
lilach, בבית
lilach, סוף סוף
lilach, נחה
lilach, <‎image omitted>
lilach, תגיד מה שבא לך אני מאוד נהנת כרגע
lilach, יש מלא מקום
lilach, מה אתה עושה
lilach, <‎image omitted>
lilach, מגשים לי חלום
lilach, אפילו שתיים
lilach, תן לנו בר טוב
lilach, לא לא
lilach, חחחחח נו תציע רגע עוד משהו
lilach, תן אופציות
lilach, היכן אתה
lilach, <‎image omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, <‎audio omitted>
lilach, איפה אתה
lilach, בוא נעשה משהו
lilach, ברוטשילד
lilach, עכשיו חוזרות
lilach, מה שאתה רוצה לעשות
lilach, טוב אז לא צריך לא מכריחה אותך
lilach, טוב
lilach, תצא
lilach, וואי נירדמתי אפילו לפני ששלחת את ההודעה
lilach, בוקר טוב חיים שלי ❤
lilach, הולכות לפשפשים
lilach, יש יום הולדת לטל
lilach, אמסוררר
lilach, אמרתי לך שאני אקום מוקדם
lilach, יכולה
lilach, <‎image omitted>
lilach, חחחחחחחח
lilach, יואו
lilach, נירדמתי גם מהרגע שחזרנו עד הקידוש
lilach, אתם יוצאים היום?
lilach, אכן
lilach, קלרה
lilach, כן נמאס לנו גםם אבל אין ברירה
lilach, לאן אתם יוצאים
lilach, תהנו 💗💗💗
lilach, אתם יוצאים ?
lilach, נוי אומרת תשאל את שחר
lilach, טוב בסדר
lilach, <‎image omitted>
lilach, איך בגג? נהנה?
lilach, תגיד לי שאתה חוזר
lilach, גם אתה חיים שלי 💗💗💗
lilach, <‎image omitted>
lilach, בדרך הביתה
lilach, מתוקים
lilach, ראינו את הבנים שם
lilach, נהנים?
lilach, אחלה
lilach, אחלה שנחמד
lilach, כן היה כיף
lilach, אתה נשאר?
lilach, מה שבא לך
lilach, בבית גיל כבר
lilach, 👍
lilach, באה
lilach, איזה עיייפות
lilach, בבית
lilach, איפה אתה
lilach, תהנו 💗💗
lilach, איך היההההה
lilach, חחחחחח יופיי
lilach, איזה אושר כמה ישנתי
lilach, כןן מכל השבוע
lilach, מה עשיתם אחרי הגגוס?
lilach, חחחחחח מה תשבע
lilach, וואי אין להם גבולות
lilach, היי היי
lilach, היכן אתה
lilach, בית?
lilach, עבודה?
lilach, <‎image omitted>
lilach, חחחחח ממש באסה
lilach, ישנה בבסיס
lilach, נוסעת לבהד 1 מחר
lilach, תודה רבה 💗💗
lilach, <‎image omitted>
lilach, חחחחחחח לא הולכים לעולם
lilach, חחחחחחח אבל לא ראינו את 1
lilach, חחחח אני לא
lilach, אז אני לא אבין
lilach, אז לא צריך
lilach, חחחחחחחח
lilach, לא מבטיחה
lilach, <‎image omitted>
lilach, מכינות מתנות למפקדת שלנו
lilach, אני צריכה לקום ב4
lilach, עוזבת השבועעע
lilach, ברורררר
lilach, מביאה גרעינים גם
lilach, <‎image omitted>
lilach, חחחחחחחח לא לא רע דווקא
lilach, כולן ישנות פה היום
lilach, אמא שלך לא התגעגעה אליי ?
lilach, חחחחחח סיוט
lilach, חחחחחח ממש
lilach, חחחחחח תגיד לה שאני קרבית
lilach, וסוגרת
lilach, מדלגים על 1
lilach, מחרתיים אני עובדת
lilach, נדלג על 1
lilach, לילה טוב חיים שלי 💗💗
lilach, <‎image omitted>
lilach, 💗💗
lilach, שלום גם לך
lilach, בפארק עושה ריצה
lilach, איפה אתה
lilach, תבואו נביס אותכם קצת
lilach, אה איכותיים
lilach, כן רוצה
lilach, חחחח אחלה פרט שולי
lilach, טובוש
lilach, כן
lilach, תחשוב על משהו
lilach, סומכת עלייך
lilach, חחחחחחחחח גם מפריע לי וגם מפיל עליי משימות
lilach, חחחחח
lilach, טוב לקראת 9 ורבע כזה
lilach, אני אמצא משהו
lilach, תאחר קצת
lilach, זורם לך שייק טעיםם ברוטשילד ?
lilach, כן כדאי
lilach, בחורים טובים
lilach, אתה מוכן?
lilach, טוב אני אתארגן
lilach, תצא 10 דק
lilach, 3 דק
lilach, יצאת כבר?
lilach, טוב
lilach, דקה יורדת
lilach, לילה טוב חיים שלי ❤
lilach, בוקר טוב 💛
lilach, לא איזה
lilach, חחחחחחח
lilach, אתה רק קמת
lilach, אה
lilach, סליחה
lilach, חחחחחח חצוף
lilach, חחח נתפסו לך השרירים?
lilach, בטח לא נמתחתם 😌
lilach, לא מקצועיים
lilach, <‎image omitted>
lilach, כןן
lilach, כאילו לא אני משתחררת
lilach, מישהו משתחרר
lilach, תגיד
lilach, שאלה
lilach, רצתם אתמול עם אח של נוי?
lilach, חחחחח
lilach, חחחחחחחחח אין לכם גבולות
lilach, חחחחחחחחח כן אה
lilach, יודעת הכל
lilach, חחח אח של נוי אמר לה
lilach, חחח אה אוקיי
lilach, וואי חשבתי שאני עומדת למות היום
lilach, <‎audio omitted>
lilach, אני חושבת שאני כבר לא צריכה הזמנה
lilach, ל
lilach, ח
lilach, בוקר טוב חיים שלי 💗💗
lilach, בעבודה?
lilach, נו יש לי ברירה
lilach, אין לך זכות
lilach, באמת
lilach, ברוררררר
lilach, חחחחחח די נו באתי ישר מהבסיס
lilach, וראית איזה בלאגן היה
lilach, חחח תודה רבה באמת
lilach, <‎image omitted>
lilach, אתה לא מבין איזה דברים שווים שמנו לה בפנים
lilach, חחחחח לא לא רק
lilach, חכה תכף אני אספר לך
lilach, מחר סופית חחחחח
lilach, <‎image omitted>
lilach, זה רק העמוד הראשון
lilach, חחחחחח שלא תעזוב בחיים אוף
lilach, חחחחחח כן ככה היא קוראת לי
lilach, אין עלייה באמת
lilach, אמרתי לך
lilach, והיא הביאה לנו נעלי חיר שתבין איזה מלכה כאילו
lilach, אתם רצים היום?
lilach, חחחחח תרוצו היום פחות
lilach, ותנחש מי בדרך הביתה
lilach, <‎image omitted>
lilach, נכון לא רצתם בסוף?
lilach, אה מצטערת
lilach, אז גאה
lilach, חחח אל תעמיסו יותר מדי זה לא טוב
lilach, וואי אני גמורה אני הולכת לישון מוקדם
lilach, וואו כמה ישנתייייי
lilach, חחחח למה
lilach, טוב מה איתך
lilach, עובדת
lilach, ניראה לי באיזה 1
lilach, אתם יוצאים היום?
lilach, חחחחחח
lilach, לילאך תופס?
lilach, ולא ניראה לי שאני אצא היום
lilach, למה לא תופס או למה אני לא יוצאת
lilach, הבנתי שאליך
lilach, זאת הייתה בדיחה
lilach, חשבתי שאתה כבר מבין אותי
lilach, ולא יוצאת כי לא קבענו לצאת
lilach, חחחחחחח
lilach, תעבוד על זה
lilach, נו יצאתם?
lilach, כן בסגירה
lilach, איזה משמרת ואו
lilach, יואו איזה כיף סיימנו
lilach, לא מה חמישי
lilach, זה בסדר
lilach, מה קורה חיים שלי
lilach, מצוין
lilach, איך היה אתמול
lilach, לא הייתי גמורהה
lilach, איך אתם אוהבים
lilach, מה אתה כותב בנהיגה
lilach, חחחחח ראיתי אותך עכשיו
lilach, לפני היוגורט
lilach, נסעתי לדודה שלי
lilach, התגעגעתי גם
lilach, <‎image omitted>
lilach, התגעגעתי מאוד
lilach, תעיףףף את השלט הזה
lilach, יפיוף אמיתי
lilach, סתם רק בגלל השלט זיהיתי אותך
lilach, חחחח מתי שתהיה פנוי נהיית עסוק
lilach, מה עבדתי פעמיים השבוע
lilach, יואו איך סבתא שלי סינג׳רה אותי היום אני מתה
lilach, נתנה לי מלא משימות
lilach, מה אתה מציע
lilach, שווה המון
lilach, תורך לבחור
lilach, אחרי זה אתה מתלונן
lilach, יצא כבר??
lilach, סבבה
lilach, חחחח רגע אני בנהיגה
lilach, תבחר משהו
lilach, אתה ילד גדול
lilach, סגור
lilach, <‎image omitted>
lilach, חחחחחחחחחחחחחחחח
lilach, כן
lilach, תבלה 💗
lilach, <‎image omitted>
lilach, כן
lilach, לא מוכן להצטלם
lilach, אממ
lilach, לא יודעת
lilach, סבבה
lilach, כמה דקות
lilach, תצא אני אהיה מוכנה עד שתגיע
lilach, ❤❤❤❤❤
lilach, נהנתי גם
lilach, <‎image omitted>
lilach, כן אני בהלם גם שקמתי רק ב1
lilach, מאוחר
lilach, איפה אתה
lilach, חחחח אה אנחנו הולכות לגגוס
lilach, לא יודעת
lilach, אולי בירה
lilach, אחת
lilach, להשתגע? אני?
lilach, חחחחח לא לא משתגעת
lilach, גם אתה לא להשתגע
lilach, שותה מעשן
lilach, מה לא
lilach, חחחחחח חלום שלי לראות אותך שיכור
lilach, חחחחח יקרה יקרה
lilach, בוקר טוב חיים שלי 💗
lilach, ושוב שוחררתי הביתה
lilach, המפקד החדש...
lilach, אמר לי לבוא מחר ב10
lilach, איזה גבר
lilach, חחחח הוא פשוט אמר לי יש לך חינה היום לא?
lilach, אמרתי לו כן
lilach, ואז הוא שאל אם אני חוזרת מאוחר
lilach, אז אמרתי כן
lilach, ואז הוא אמר טוב תבואי מחר ב10
lilach, <‎image omitted>
lilach, חחחחחח צונחת למיטה כרגע
lilach, בדרכ שואלים ערה
lilach, חחחח
lilach, הלכתי ברור
lilach, ואי כמה אכלתי אין לי אוויר
lilach, לא
lilach, אני פה
lilach, למה כבר התגעגעת
lilach, זה הצד האשכנזי לא כזה חינה כמו שאתה חושב חחח
lilach, מה עשית היום?
lilach, איש חשוב
lilach, השבוע אני לוקחת אותך לאימון
lilach, אני נולדתי מוכנה
lilach, חחחחחח תשמור כוחות שלא תתפרק לי
lilach, חחחחחח ידוע
lilach, הלוואי
lilach, לא יודעת ניראה לי שעה
